place_id,iso3,place_name,geometry_level,coverage_status,gap_status,eligible_for_promotion,coverage_reason,missing_inputs,candidate_status,candidate_promote_to_canonical,candidate_blocking_reasons,candidate_next_action,last_seen_in_release
CIV,CIV,Ivory Coast,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
JAM,JAM,Jamaica,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
JPN,JPN,Japan,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
JEY,JEY,Jersey,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
JOR,JOR,Jordan,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
KAZ,KAZ,Kazakhstan,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
KEN,KEN,Kenya,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
KIR,KIR,Kiribati,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
KOS,KOS,Kosovo,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion package did not include this PainMap country identifier.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_place_registry_mapping",not_in_candidate_package,false,"Candidate package has no row for this PainMap place ISO3","Review candidate country universe mapping before any promotion.",2026-05-31
KWT,KWT,Kuwait,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
KGZ,KGZ,Kyrgyzstan,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
LAO,LAO,Laos,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
LVA,LVA,Latvia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
LBN,LBN,Lebanon,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
LSO,LSO,Lesotho,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
LBR,LBR,Liberia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
LBY,LBY,Libya,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
LIE,LIE,Liechtenstein,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
LTU,LTU,Lithuania,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
LUX,LUX,Luxembourg,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MAC,MAC,Macau,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MDG,MDG,Madagascar,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MWI,MWI,Malawi,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MYS,MYS,Malaysia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MDV,MDV,Maldives,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MLI,MLI,Mali,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MLT,MLT,Malta,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MHL,MHL,Marshall Islands,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MRT,MRT,Mauritania,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MUS,MUS,Mauritius,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MEX,MEX,Mexico,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MDA,MDA,Moldova,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MCO,MCO,Monaco,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MNG,MNG,Mongolia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MNE,MNE,Montenegro,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MSR,MSR,Montserrat,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MAR,MAR,Morocco,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MOZ,MOZ,Mozambique,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
MMR,MMR,Myanmar,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
NAM,NAM,Namibia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
NRU,NRU,Nauru,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
NPL,NPL,Nepal,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
NLD,NLD,Netherlands,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
NCL,NCL,New Caledonia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
NZL,NZL,New Zealand,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
NIC,NIC,Nicaragua,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
NER,NER,Niger,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
NGA,NGA,Nigeria,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
NIU,NIU,Niue,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
NFK,NFK,Norfolk Island,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
